gx(degree/s);gy(degree/s);gz(degree/s);inclinacionX;inclinacionY;time(s)
0.0611;0.0763;0.0153;-8.4556;-47.3254;1.1285
-0.0153;0.1679;-0.0153;-16.6905;-28.5985;1.1308
-0.0916;0.0153;-0.0763;7.6030;-63.2629;1.1337
-0.1221;0.0763;-0.0611;29.3742;-33.4923;1.1362
-0.0305;0.1832;-0.0458;11.3099;-78.6901;1.1386
0.0000;0.1221;-0.0763;-27.7347;-61.5279;1.1409
0.0916;0.1985;-0.0611;-16.2070;-39.6400;1.1434
0.0916;0.2443;0.0153;-51.8442;-37.7048;1.1457
0.1679;0.1832;0.0458;-3.0640;-15.5014;1.1481
0.1985;0.0916;0.0000;10.0435;-22.5611;1.1505
0.1832;-0.0916;-0.0153;-16.6992;-35.0783;1.1533
0.2290;0.0458;0.0305;12.6044;-60.7941;1.1559
0.0611;0.0305;0.0000;-20.5443;-12.1551;1.1587
0.0000;0.0153;0.0763;13.5140;-54.8740;1.1614
-0.0305;-0.0153;0.0305;33.0557;33.0557;1.1639
-0.0153;0.0153;-0.0153;74.9775;2.9138;1.1663
0.0000;-0.0153;-0.0305;70.6404;6.0173;1.1686
-0.0153;0.0000;-0.1527;85.6013;-0.0000;1.1712
-0.0458;-0.0153;-0.1679;29.0171;46.6861;1.1737
0.0000;-0.0305;-0.0763;22.5496;37.8482;1.1761
-0.0153;-0.0305;-0.0916;-21.8014;-0.0000;1.1784
-0.0305;0.0611;-0.0763;-57.6437;-29.7954;1.1807
-0.0458;0.0000;-0.0305;-77.7352;-12.2648;1.1832
-0.1221;0.0153;-0.0305;-29.6336;-59.9158;1.1856
-0.1527;0.0916;0.0153;-5.2499;-39.8287;1.1879
-0.1069;0.1985;0.0305;9.5202;-61.8978;1.1903
0.0458;0.2137;0.0153;26.7386;-35.7958;1.1929
0.0916;0.1985;-0.0611;-4.1446;-52.6560;1.1954
-0.0153;0.1069;-0.0916;24.2578;-50.0770;1.1980
0.0305;0.0763;-0.1069;2.7140;-58.4654;1.2004
0.0305;0.0916;-0.0611;-3.2236;-32.2900;1.2029
-0.0458;-0.0153;0.0000;-22.3255;-60.8912;1.2055
0.0153;-0.1069;-0.0916;-24.9856;-57.6486;1.2079
-0.0305;0.0916;-0.1221;-3.7382;-38.2710;1.2102
-0.0305;0.0458;0.0000;-16.6992;-35.0783;1.2127
-0.1374;0.0611;0.0458;-77.4712;-12.5288;1.2151
-0.0611;-0.0153;0.1221;-52.9402;-33.2731;1.2177
-0.0763;0.0000;0.1527;-23.5884;-66.1574;1.2204
-0.1221;0.1221;0.0458;-38.3111;-48.8311;1.2228
0.0305;0.1374;0.0458;-24.3939;-49.8239;1.2252
-0.0916;0.1527;0.0611;-15.7383;-38.3152;1.2275
-0.0153;0.1221;0.1527;-32.7581;-23.4969;1.2298
-0.0305;0.0305;0.0305;-79.0847;-7.6948;1.2325
0.0153;0.0153;0.0153;-53.8041;1.7787;1.2352
0.0153;0.0153;0.0763;-41.7263;-4.4045;1.2376
0.1069;-0.0763;0.0763;-32.5867;-5.1499;1.2400
0.1069;-0.0305;0.0763;-32.0122;17.1276;1.2425
0.1221;0.1679;-0.0458;-73.9101;-8.8433;1.2452
0.0916;-0.0153;-0.1832;-42.7094;-0.0000;1.2478
0.0153;0.1527;-0.1527;-54.6709;-9.3909;1.2501
0.0305;0.1832;0.0000;-19.8252;-11.1747;1.2526
0.0763;0.1527;-0.0763;0.0000;21.8014;1.2556
-0.0153;0.0611;-0.1069;37.3576;-2.6753;1.2582
-0.0611;0.2137;-0.1374;33.1600;-4.4817;1.2607
-0.1374;0.1527;0.0153;-8.7349;-2.9016;1.2636
-0.1832;0.2137;0.0458;-10.0250;-44.1317;1.2663
-0.0763;0.2748;-0.0153;9.3359;-76.7373;1.2686
-0.0916;0.2595;-0.0763;3.7563;-23.1459;1.2710
-0.0763;0.1069;-0.0305;23.6725;-64.6079;1.2737
-0.0458;0.0611;0.0000;5.1921;-34.9689;1.2760
-0.0916;0.0458;-0.0153;2.1961;-4.3955;1.2784
-0.0153;0.0305;0.0153;-5.0081;6.6841;1.2808
0.0000;0.0305;0.0000;-21.5004;21.5004;1.2832
-0.0305;0.0305;-0.0305;43.8763;11.4218;1.2855
-0.0611;0.1221;-0.0916;39.1364;26.7973;1.2879
-0.0916;0.1679;-0.0611;54.5260;27.2638;1.2904
0.0305;0.1832;-0.0153;45.0000;-45.0000;1.2928
0.0305;0.1679;-0.0611;29.0171;-29.0171;1.2951
-0.0153;0.1069;0.0763;-7.5946;-36.4939;1.2974
0.1069;0.1069;-0.0458;-21.9365;-21.9365;1.2998
0.1221;0.1221;-0.0153;-32.2326;-29.6869;1.3024
-0.0153;0.1679;0.0458;-40.6647;-48.7537;1.3048
0.1374;0.2290;0.0763;-46.2415;-42.8261;1.3071
0.1221;0.1069;0.0458;-10.0539;-73.7723;1.3095
0.0000;0.0153;-0.0153;-23.1751;-56.1822;1.3119
-0.0305;0.0153;-0.0763;-16.2454;-27.7913;1.3143
-0.0305;0.1679;-0.0916;5.6949;-15.3442;1.3167
0.0916;0.1374;-0.0611;4.3038;-11.9100;1.3191
0.0763;0.0611;0.0153;-21.9592;-14.4360;1.3214
0.1221;-0.0916;0.0763;-19.6105;-13.8707;1.3237
0.1221;-0.0916;0.0305;-34.0458;-13.5785;1.3261
0.0305;0.0000;0.0611;-80.6348;-9.0831;1.3284
-0.0458;0.0000;-0.0458;-64.6197;8.2015;1.3308
-0.0763;0.1374;0.0305;-82.5512;1.4569;1.3332
0.0153;0.1374;0.0458;-50.9606;2.1196;1.3355
0.0000;0.1374;0.0458;-70.5288;-13.6330;1.3379
-0.0153;0.1832;0.0611;-47.7994;-32.9052;1.3402
0.0305;0.1221;0.0763;-60.1696;-19.2977;1.3428
-0.0916;0.0763;0.0305;-83.0654;-2.1881;1.3451
-0.1832;0.0611;0.0153;-38.3343;-4.5904;1.3475
-0.2137;0.0916;0.0458;-26.4183;-5.8036;1.3498
-0.1985;0.0916;0.0458;12.0873;2.0000;1.3522
-0.0611;0.1374;0.0153;77.0983;-3.1043;1.3548
0.0000;0.0458;0.0305;30.9638;-0.0000;1.3572
-0.0458;0.0305;-0.0611;-31.7984;43.7568;1.3596
-0.0305;0.0000;-0.0305;-53.7180;27.1807;1.3622
0.0458;-0.0153;-0.0458;-50.9567;5.9440;1.3646
0.0763;-0.0611;-0.0763;-35.5853;-46.6683;1.3672
0.1374;0.0305;0.1069;-46.4095;-39.3274;1.3698
0.1832;0.0305;0.1221;-56.3754;-32.4943;1.3725
0.0458;0.0916;0.0153;-25.5904;-15.0203;1.3752
-0.0153;0.1221;-0.0763;-11.2552;-41.5759;1.3775
0.0458;0.0916;-0.0611;-10.1776;-38.2030;1.3799
0.1069;0.0763;0.0916;-7.1162;-2.8403;1.3823
0.0305;0.0000;0.0458;2.6516;-5.3088;1.3847
0.1221;0.0611;0.0458;-42.1197;-7.0042;1.3870
-0.0153;0.0916;0.0305;1.8671;19.0151;1.3893
0.0000;0.0305;-0.0153;-15.4222;-0.0000;1.3917
-0.0763;0.0305;0.0611;10.9374;-14.6541;1.3941
0.0305;-0.0305;0.0153;-33.5986;-3.9664;1.3964
0.0153;-0.0153;-0.0916;-55.9467;-5.2820;1.3988
0.0305;0.0000;-0.1069;17.0742;44.8024;1.4012
0.0305;0.1221;-0.0611;27.2030;32.7014;1.4038
0.0000;0.0305;-0.0763;-4.3572;17.6917;1.4065
0.0153;0.0458;-0.0305;-22.0438;-5.8750;1.4094
-0.1221;-0.0153;-0.0763;-43.4518;-0.0000;1.4127
-0.0763;0.0305;-0.0916;-38.6004;-6.8249;1.4158
-0.0153;0.0916;0.0611;-67.5062;-22.1116;1.4186
0.1221;0.0000;0.0305;-43.9726;-10.9153;1.4212
0.0763;-0.0763;-0.0305;-24.1212;5.2105;1.4236
0.0458;0.0611;0.0000;4.8341;13.3999;1.4259
0.0458;0.1527;0.0153;-24.1657;10.7241;1.4283
-0.0763;0.0763;-0.1221;-22.4256;8.5850;1.4307
-0.0611;0.1832;-0.1985;-9.6782;-9.6782;1.4332
-0.0458;0.2290;-0.1679;-18.3843;-30.6288;1.4356
-0.2595;0.0763;-0.1374;-29.8326;-45.2894;1.4379
-0.2443;-0.0916;0.0153;-36.2337;-33.2889;1.4402
-0.1221;-0.0153;-0.0305;-3.0467;-25.1630;1.4426
-0.1221;-0.0458;0.0153;19.9075;-69.4526;1.4450
-0.1069;-0.0458;0.0305;-20.6207;-38.0476;1.4473
-0.0916;-0.0305;0.0763;-40.0775;-16.8412;1.4497
0.1527;0.0153;0.0763;-11.0926;-16.7737;1.4524
0.0611;0.0153;0.1374;-5.4901;-35.0323;1.4551
0.0305;0.0000;0.0153;8.1610;-14.3841;1.4574
-0.0611;0.0458;-0.0763;-14.6605;2.6375;1.4599
-0.0763;0.0611;-0.0611;2.5479;20.8329;1.4624
0.0000;0.1374;-0.0611;11.6423;70.3462;1.4647
-0.0763;0.0153;-0.1069;0.0000;90.0000;1.4670
-0.0763;0.1069;-0.1221;12.7915;-38.3111;1.4694
-0.0305;0.1527;-0.0305;23.1459;-66.5159;1.4719
-0.0916;0.0916;0.0000;-15.5014;-74.1837;1.4745
0.0000;0.0763;0.0153;-38.9539;-48.9759;1.4768
-0.0153;0.0611;0.0916;-57.5288;-0.0000;1.4793
-0.0458;0.0153;0.1221;-15.7573;-15.7573;1.4817
-0.1069;-0.0458;0.0916;-35.7778;-25.1630;1.4843
-0.0458;-0.1374;0.1374;-34.0079;-55.5118;1.4869
-0.0153;-0.1527;0.0153;-56.8989;-27.4348;1.4893
-0.1374;0.0916;-0.0611;-49.1457;-40.7858;1.4917
0.0000;0.0763;-0.0153;-41.9799;-39.9497;1.4941
0.0305;0.1069;0.0000;-79.4625;-9.9911;1.4965
0.0153;0.0153;0.0000;-64.3982;-22.7365;1.4991
-0.1679;0.0611;0.0000;-44.6572;-24.4217;1.5016
0.0000;-0.0153;0.1069;5.5477;-28.9056;1.5045
0.0000;0.1832;0.1221;-36.4017;-41.2526;1.5074
-0.1374;0.1221;0.1527;-52.1151;-37.5802;1.5102
-0.1832;0.0763;-0.0153;-10.0995;-79.1134;1.5129
-0.0305;0.1221;0.0153;2.4461;-69.8738;1.5157
-0.1527;0.0000;0.0305;-17.8056;-66.5438;1.5181
-0.1679;-0.1069;-0.0763;-29.1216;-18.9318;1.5209
-0.0305;-0.0611;-0.0611;-26.7973;39.1364;1.5239
0.0000;-0.0153;0.0458;-18.1733;21.9792;1.5270
0.0000;-0.1679;0.0458;-68.1889;13.4209;1.5300
-0.0305;-0.1374;0.0153;-52.0093;28.2205;1.5327
-0.1069;-0.1374;0.0000;-23.1311;-18.3167;1.5354
-0.0305;-0.2443;0.1221;-11.2836;-28.0081;1.5382
-0.0305;-0.1832;0.2595;0.0000;-85.2364;1.5409
-0.0763;-0.1374;0.2137;42.8760;42.8760;1.5437
0.0305;0.0153;0.1221;19.4400;26.3440;1.5463
-0.0763;0.1679;0.0153;-43.3650;-13.8176;1.5490
0.1069;0.0916;0.0458;-6.0173;-18.3298;1.5528
0.0153;0.0916;0.0611;-45.9796;-31.5321;1.5558
0.0916;0.1374;-0.0305;-57.1234;-21.4167;1.5587
-0.2137;0.0611;0.1069;1.8592;-35.7322;1.5632
-0.0763;0.0458;0.1985;0.0000;-21.5713;1.5660
-0.0153;0.0916;0.2137;44.3096;27.7549;1.5684
-0.0153;0.1069;0.0916;6.7945;6.7945;1.5713
0.0763;-0.0153;0.0153;-17.8521;-46.7258;1.5740
0.0763;-0.0153;0.0000;0.0000;-23.4287;1.5765
0.0916;-0.0153;0.0000;14.3759;-19.3321;1.5789
0.0763;0.0916;0.0611;44.5612;-40.9115;1.5814
0.0916;0.0305;-0.0153;38.1129;-8.8764;1.5839
0.1374;0.0305;-0.0305;38.8335;-8.0100;1.5863
0.2290;0.0611;0.0611;-13.0885;34.4814;1.5888
0.1832;-0.0305;0.0458;71.5651;18.4349;1.5910
0.0153;-0.0305;0.0000;66.9785;22.5496;1.5935
-0.0458;0.0916;0.0611;-9.9491;15.0203;1.5957
-0.0153;0.2137;0.0305;-44.7779;20.6207;1.5979
-0.0458;0.1679;0.0000;-7.2091;-18.2840;1.6001
0.0153;0.1527;-0.0916;-14.9597;-11.1632;1.6023
0.0916;0.0763;-0.0763;-65.5341;6.5330;1.6045
0.0611;0.0611;-0.0916;-51.6423;-27.4688;1.6068
0.0458;0.1832;0.0305;-61.8978;-26.1712;1.6090
-0.0611;0.1069;-0.0763;-41.3746;28.9940;1.6112
-0.1069;0.0305;0.0305;-13.6330;-13.6330;1.6134
-0.0611;0.0611;-0.0153;-17.0553;-30.8815;1.6152
0.0153;0.1221;-0.0763;-37.4756;-20.7882;1.6170
0.1221;0.1985;-0.1221;-30.4547;1.4522;1.6187
0.0916;0.1679;-0.0305;-36.5309;16.1281;1.6205
0.0000;0.1374;0.0305;-56.1782;-3.1749;1.6223
-0.0458;0.1679;0.0458;-29.8984;-22.8111;1.6241
-0.0763;0.1374;0.0000;-36.4992;-36.4992;1.6259
0.0000;0.1221;0.0000;-46.5872;-43.3194;1.6277
0.0916;0.0763;0.0458;-31.9580;-56.9352;1.6294
0.0611;-0.0458;0.0000;0.0000;-35.5377;1.6312
0.0916;-0.0611;-0.0305;10.7843;-79.2157;1.6330
0.0458;0.0763;0.0763;-3.6743;-47.4737;1.6347
-0.0458;0.0916;0.0458;-13.4589;-20.4335;1.6365
-0.0763;-0.0611;0.0153;-13.9845;-13.9845;1.6382
-0.0458;-0.0916;0.0000;7.5780;3.7807;1.6400
-0.0763;0.1679;-0.0305;-50.1944;-0.0000;1.6419
-0.0611;0.1985;-0.0305;-26.7422;-50.4788;1.6439
-0.1221;0.0611;0.0458;-43.6389;-12.5875;1.6457
-0.1679;0.0611;0.0305;-35.8938;-10.2786;1.6475
-0.1221;0.0611;-0.0305;-39.1720;-6.4764;1.6492
-0.1679;0.0153;-0.0153;-25.1041;-13.0778;1.6510
-0.0611;0.0763;-0.0305;-41.4206;-45.7838;1.6532
-0.1069;0.1374;-0.0611;-55.4712;-30.4628;1.6551
-0.1221;0.1679;-0.0153;-63.2569;-26.5204;1.6570
-0.0305;0.1374;-0.0611;-58.5530;-20.4265;1.6592
-0.0305;0.2443;-0.0305;-51.7056;-23.1051;1.6616
-0.0763;0.2748;0.0763;-22.8621;-60.9454;1.6635
-0.0763;0.2290;0.0916;-30.9638;-43.3139;1.6654
-0.1069;0.0153;0.0916;-42.0272;-23.6838;1.6673
-0.1527;0.1069;-0.0611;-22.0168;-15.8214;1.6693
-0.2595;0.1221;-0.1221;0.0000;-42.5104;1.6712
0.0305;0.1374;-0.0763;-16.3628;-73.3038;1.6731
-0.0153;0.1832;0.0305;-42.9308;-39.4725;1.6753
-0.0763;0.2137;-0.0153;-20.9411;-43.4185;1.6772
0.0305;0.2137;-0.0305;-2.8868;-56.2010;1.6790
0.0916;0.0305;0.0153;-18.1641;-45.8075;1.6811
0.1069;0.0305;0.0305;-45.0000;-45.0000;1.6830
0.1985;0.1985;0.0458;-65.0306;-13.0989;1.6848
0.2595;0.2137;-0.0611;-86.6277;-2.3839;1.6868
0.0916;0.1374;-0.1069;-40.1530;-24.2267;1.6890
-0.0153;0.3053;0.0000;-10.0539;-12.6044;1.6911
-0.0763;0.3359;0.0000;-36.7748;3.8141;1.6930
-0.2290;0.2595;0.0305;-34.6277;15.6147;1.6948
-0.1527;0.1679;0.0916;-43.5838;-17.4423;1.6966
-0.0305;0.0916;0.0916;-37.9706;-35.8707;1.6983
0.0000;0.0611;0.1069;-47.3650;-20.3945;1.7001
0.0000;0.0763;0.1374;-24.6057;24.6057;1.7099
0.0611;0.0611;0.0763;-29.6640;18.3575;1.7119
0.0916;-0.0153;0.0153;-35.1710;31.8716;1.7137
0.0305;0.0611;0.0305;-36.6914;19.9641;1.7154
-0.0611;0.0305;-0.0153;-25.4677;25.4677;1.7173
0.0153;-0.0305;0.0305;-61.5007;27.4088;1.7205
-0.0153;0.0916;0.0458;-49.3036;-16.9541;1.7223
0.0305;0.0763;0.0458;-55.9101;-25.7088;1.7241
0.1069;-0.0153;0.0305;-82.8750;-0.0000;1.7259
-0.0458;-0.0763;0.0000;-45.8186;-36.6992;1.7279
-0.1069;-0.0458;0.0000;-33.4923;-29.3742;1.7299
-0.0458;-0.0305;-0.0305;-19.4182;-37.8628;1.7318
0.0000;-0.0153;-0.0305;-28.2864;-36.3239;1.7336
-0.1069;0.0611;0.0000;-32.3205;-36.6950;1.7353
-0.1069;0.0763;-0.0305;-35.7930;-52.5361;1.7373
-0.0305;0.0611;-0.0305;-44.9676;-44.9676;1.7390
-0.0305;0.0763;0.1069;-13.7734;-57.8345;1.7410
0.0000;-0.0611;0.0611;-6.8249;-50.5725;1.7433
-0.0153;-0.1527;0.0916;-36.0838;-44.3789;1.7455
-0.0153;0.0153;0.0153;-5.4160;-58.1543;1.7478
-0.0611;0.1374;0.0611;-30.4903;-56.1273;1.7500
-0.0916;0.1832;0.0916;-70.6404;-18.3298;1.7523
-0.0305;0.1679;-0.0153;36.0134;-6.1369;1.7545
0.0153;0.0305;-0.0763;49.6845;-27.2256;1.7566
0.0000;0.0458;0.0000;30.4704;-57.6885;1.7588
0.0611;0.2748;0.0153;-29.5062;-57.5988;1.7610
0.1069;0.2595;0.0763;-41.7315;-29.9491;1.7632
-0.0153;0.2443;0.0763;-51.3372;-10.5869;1.7653
0.0000;0.1527;0.0153;-50.5753;-29.2006;1.7675
0.0458;0.0611;-0.1069;-5.3741;-40.9659;1.7697
-0.0153;0.0458;-0.0763;4.2509;-47.8379;1.7719
-0.1069;0.0000;-0.1374;-37.4392;-27.7024;1.7741
-0.0458;0.0458;-0.1374;-46.8992;6.4497;1.7763
0.0305;-0.0763;-0.0458;2.5379;76.9508;1.7784
0.0153;-0.1069;0.0000;-36.0563;-26.6437;1.7807
0.0458;0.0763;0.0153;-51.9996;-18.7258;1.7831
0.0916;0.1221;0.0153;-51.7195;-16.0845;1.7855
0.0763;0.1832;-0.0458;-26.4858;4.2627;1.7877
0.0916;0.1069;-0.0458;-12.2746;43.7047;1.7898
0.0305;0.0000;-0.0153;44.1317;10.0250;1.7920
0.0000;0.0000;-0.0305;60.1028;9.0689;1.7943
0.0305;0.0153;0.0000;52.5131;-19.0705;1.7965
0.0305;0.0000;-0.0305;44.7476;-44.7476;1.7989
0.0611;0.0611;0.0000;13.1747;-19.9916;1.8012
0.1374;0.1527;-0.0458;-52.7107;25.3656;1.8034
0.2137;0.1985;-0.0611;6.4497;46.8992;1.8057
0.1374;0.0916;-0.0763;11.7472;8.7832;1.8079
-0.0611;0.1374;-0.0153;18.2008;69.5607;1.8102
-0.0611;0.1221;-0.0763;31.9657;44.9009;1.8125
0.0763;0.1374;-0.0153;-31.9831;2.0236;1.8149
0.0458;-0.0153;-0.0305;-53.9292;-6.6307;1.8171
0.0305;0.1679;0.0000;-44.0969;-39.9669;1.8194
0.1069;0.2137;0.0305;-33.1330;-50.7442;1.8217
0.0305;0.1069;-0.0153;-18.9618;-70.9570;1.8241
-0.0153;0.0458;0.0000;-10.9806;-64.7912;1.8264
0.0305;-0.0458;0.0000;-16.5473;-54.9670;1.8287
0.1374;-0.0305;0.0000;-21.8309;-51.0361;1.8310
-0.0763;0.0611;0.0763;-36.4223;-49.7622;1.8333
-0.0763;-0.0458;0.0305;-80.0358;-3.1367;1.8354
0.0153;0.0305;0.0000;-56.8989;32.9912;1.8376
0.0458;0.1069;-0.0153;-53.0740;-14.8217;1.8397
-0.0153;0.1374;0.0000;0.0000;-75.9638;1.8419
0.0000;0.2137;0.0763;-62.3405;-14.2429;1.8440
0.0305;0.0305;0.1069;-39.3963;-46.8766;1.8461
0.0153;-0.0153;0.0916;-36.1352;-29.9319;1.8483
0.0763;0.1069;0.1069;-25.8197;-46.5438;1.8504
0.0763;0.0763;0.0763;4.6834;-54.7356;1.8526
0.0916;0.0611;0.0763;8.7208;-4.3478;1.8549
0.0458;-0.0916;0.0305;-15.7014;-1.7231;1.8572
-0.0763;0.0458;0.0305;10.7592;-10.7592;1.8594
-0.1069;0.1374;0.0458;20.4965;-34.6801;1.8617
0.0000;0.0000;0.1221;3.9952;64.9249;1.8641
0.0916;0.0763;0.0000;-48.5271;40.9659;1.8663
0.0611;0.0305;0.0000;-49.5745;-16.8579;1.8685
0.0458;-0.0305;-0.0763;-54.8895;-15.8239;1.8708
-0.0916;0.1221;-0.0153;-63.0823;-24.5890;1.8731
-0.1221;0.1527;0.0611;-63.3099;-15.4038;1.8755
-0.1679;0.0916;0.1374;-54.9032;-33.0557;1.8778
-0.1527;0.1832;0.0916;-28.7723;-9.8985;1.8800
-0.2443;0.1374;-0.0916;-35.7767;6.2933;1.8822
-0.1374;0.1985;-0.0305;-39.4941;12.2396;1.8845
-0.0153;0.1527;0.0611;-30.7443;10.5197;1.8869
-0.0153;-0.0458;0.0763;-82.4939;-7.1189;1.8892
-0.1069;0.1374;-0.0763;-82.8750;-7.1250;1.8915
-0.0305;0.1832;-0.1069;-43.4915;13.2627;1.8939
0.0611;0.0916;0.0305;-41.5897;-14.4137;1.8962
0.0458;-0.0611;0.0305;-36.6043;-48.1897;1.8984
0.0611;0.0305;0.0458;-15.3614;-67.9983;1.9007
0.0763;0.1985;0.1069;-51.6712;-11.3099;1.9031
-0.0458;0.0611;0.0916;0.0000;-20.5560;1.9054
-0.0763;0.0305;0.0000;-48.2292;-28.1019;1.9077
0.0000;0.1221;0.0000;7.4488;-76.4842;1.9100
-0.0611;0.0000;-0.0305;-9.3359;-9.3359;1.9123
-0.0763;0.0305;0.0458;14.9314;-35.4323;1.9147
-0.1221;-0.0458;-0.0305;49.1781;-19.6535;1.9170
0.0000;0.0611;0.0763;53.6356;-16.6030;1.9193
0.0305;0.0305;-0.0305;23.8323;65.3864;1.9218
-0.0611;-0.1221;-0.0305;5.6004;77.3956;1.9240
-0.0763;0.0763;-0.0916;-7.2442;36.0481;1.9269
0.0305;-0.0458;-0.0458;-3.2772;76.3670;1.9291
0.0763;0.0000;-0.0916;-1.7543;40.0077;1.9319
0.1069;-0.0153;-0.0153;-10.6784;-7.9884;1.9342
0.1679;-0.0458;0.0916;-61.9159;-17.1027;1.9364
0.2137;0.0000;0.0153;-21.3274;-35.5853;1.9386
0.1679;-0.0305;-0.1221;-52.9994;-33.1225;1.9408
0.0000;0.0916;-0.0611;-33.2731;-14.4407;1.9431
0.1069;0.1069;-0.0458;2.4154;-27.6193;1.9453
0.1221;0.1527;0.0153;6.5224;-30.7415;1.9474
0.0305;0.0763;0.0153;-36.0399;11.3099;1.9496
0.1679;0.1069;0.0458;-33.6121;3.6622;1.9520
0.1374;0.1832;0.0305;-30.2766;3.6133;1.9544
0.0611;0.1527;0.0305;-11.0281;-2.7411;1.9568
-0.0153;0.1374;0.0458;18.3298;-6.0173;1.9592
-0.1527;0.2443;0.0000;14.4703;-0.0000;1.9615
-0.2137;0.2901;-0.0153;13.3323;-8.8433;1.9639
-0.1527;0.1985;0.0000;16.6992;-0.0000;1.9662
-0.1069;0.1374;0.0458;5.7106;-0.0000;1.9685
-0.0763;0.0611;0.0916;0.0000;-12.5288;1.9709
-0.0153;0.0763;0.0458;-30.8815;-53.7611;1.9734
-0.0611;0.1527;0.0305;-23.9641;-50.1030;1.9757
0.0153;0.1069;0.0153;-18.4155;-23.9641;1.9781
0.0153;-0.0153;0.0916;-26.5651;-0.0000;1.9804
-0.0153;0.0153;0.0458;6.0762;-25.0497;1.9829
0.0153;-0.0916;0.0458;-58.7998;-14.5709;1.9852
-0.0305;0.0153;0.0458;-83.3199;2.1081;1.9877
0.0000;0.0763;0.0000;-78.3514;2.8069;1.9900
0.1221;0.1221;0.0153;-71.4580;8.1760;1.9924
0.1374;-0.0305;0.0000;-41.6357;-14.9736;1.9948
-0.0153;0.0763;-0.0611;-14.1730;-43.2815;1.9971
-0.1221;0.0916;-0.0153;-1.4961;-49.2137;1.9996
-0.0916;0.0916;0.0153;-51.8832;-7.5346;2.0020
-0.0916;0.0916;-0.0305;-77.9052;-0.0000;2.0043
-0.1679;0.1985;0.0611;-51.2857;2.2359;2.0068
-0.0763;0.0305;0.0458;-37.2128;1.8241;2.0092
-0.0153;0.1069;0.0458;-56.9761;12.0996;2.0115
-0.0153;0.1832;0.1374;-9.8294;-4.8966;2.0139
-0.0458;0.0916;0.1221;9.4480;-3.1367;2.0162
-0.0916;0.0000;0.0763;9.9304;-22.8312;2.0186
-0.0153;0.1221;0.1374;-45.4490;-11.4172;2.0210
-0.0153;0.2290;0.0153;-72.4231;-16.2832;2.0234
-0.0458;0.1527;0.0153;-32.2611;-12.5239;2.0258
0.0000;0.0763;0.0000;-37.2982;-24.8039;2.0281
0.0000;0.0305;0.0305;-14.2174;-10.6146;2.0305
-0.1069;0.1679;0.1069;18.4349;-34.6952;2.0328
-0.0305;0.1374;0.1374;2.8027;-21.5139;2.0351
-0.1985;0.0458;0.0305;-6.6643;-6.6643;2.0375
-0.1069;0.1069;-0.1069;-30.2670;-9.1586;2.0398
-0.0916;0.0763;-0.0763;-38.1129;-8.8764;2.0423
-0.1527;0.0916;-0.0611;-39.8225;10.2470;2.0446
-0.0153;0.1069;-0.0763;0.0000;1.9092;2.0470
-0.1832;0.0153;0.0000;-22.4035;11.9986;2.0493
-0.0916;-0.0305;0.0611;0.0000;-22.4794;2.0517
-0.1069;-0.0611;0.0153;-10.4952;-8.7309;2.0541
-0.1069;0.0000;-0.0916;-17.5924;-0.0000;2.0564
-0.0916;-0.0305;-0.1374;-30.8381;-4.9011;2.0588
-0.0153;0.0000;-0.0458;-60.2551;-0.0000;2.0611
-0.0611;0.0305;-0.0458;-68.4319;20.4104;2.0635
0.0916;0.0611;0.0000;-11.7012;-20.7882;2.0658
0.0916;-0.0305;0.0305;2.1053;-17.0908;2.0682
0.1527;0.0153;0.0916;-3.2300;-16.3628;2.0706
0.2137;0.0611;0.0916;-12.7694;-58.4887;2.0730
0.0611;0.0916;0.0153;-13.5395;-75.9078;2.0753
0.0458;0.0763;-0.0916;-15.7014;-68.7719;2.0776
0.0763;0.0763;-0.0916;-32.4725;-56.6335;2.0799
0.1679;0.1374;-0.0916;-23.9484;-18.0836;2.0823
0.1374;0.2290;-0.0611;-8.6345;-12.3845;2.0847
0.0763;0.1832;-0.0153;-11.3318;-11.3318;2.0870
0.0916;0.0916;0.1069;-5.7424;-13.5010;2.0894
0.0916;0.0611;-0.0153;-15.0203;-9.9491;2.0918
0.0611;0.1527;-0.0458;-36.0399;-30.6573;2.0942
0.1527;0.1679;-0.0611;-82.1715;-2.4687;2.0966
0.0763;0.1527;-0.0153;-26.3109;-7.6414;2.0989
0.1221;0.1221;0.0153;0.0000;34.9920;2.1012
0.1221;0.1832;-0.0763;-12.5706;46.5085;2.1035
0.0153;0.1069;0.0458;-46.5085;-40.7628;2.1058
0.1374;-0.0153;0.1069;-26.9915;-61.7655;2.1080
0.0611;0.1221;-0.0305;-46.6861;-42.7733;2.1103
-0.0763;0.1985;-0.0916;-23.7325;-25.8493;2.1125
-0.1069;0.1985;0.0153;5.8543;-15.3786;2.1148
0.0305;0.1069;0.0305;8.9488;-10.0785;2.1171
0.0611;0.1221;0.0305;-4.8117;-8.4411;2.1195
0.1069;-0.0305;0.0153;-32.0519;-25.5426;2.1221
0.1069;-0.0458;0.0153;-34.5266;-22.2011;2.1244
0.0763;0.1221;-0.1069;-33.3365;-14.3702;2.1267
0.0305;0.1679;-0.1069;-11.6091;-50.4793;2.1290
0.0611;0.1221;-0.0611;-4.5646;-64.4154;2.1312
-0.0611;0.0763;-0.0763;-2.4494;-41.4854;2.1335
0.0305;-0.0763;0.0000;-44.5681;-26.8162;2.1359
