gx(degree/s);gy(degree/s);gz(degree/s);inclinacionX;inclinacionY;time(s)
-0.0305;0.1832;0.1374;-4.0422;-31.9163;4.9170
-0.0153;0.1679;0.0458;-12.3636;-9.2409;4.9190
-0.0458;0.2290;0.0763;-1.3605;4.0845;4.9208
-0.0916;0.1527;0.1221;7.1216;-1.7761;4.9226
-0.0611;0.1527;0.0916;14.9885;-21.9359;4.9243
-0.0305;0.2290;-0.0611;11.5898;-31.1052;4.9261
-0.0305;0.1985;-0.0611;0.0000;-27.3499;4.9278
0.0458;0.1527;-0.0305;0.0000;-36.4692;4.9296
0.1221;0.0305;-0.0611;5.1732;5.1732;4.9313
0.1985;-0.0153;-0.0763;71.5651;-0.0000;4.9331
0.0763;0.1069;-0.1069;-2.4802;-4.9651;4.9348
-0.0611;0.1069;-0.0916;-1.5887;-3.1786;4.9366
-0.0916;0.0916;-0.0763;-1.3122;-20.0897;4.9383
-0.1069;0.0458;0.0000;0.0000;-20.5560;4.9400
-0.1374;-0.0916;-0.0458;1.2989;-32.9599;4.9418
-0.1527;0.0000;-0.0916;1.1598;-31.7522;4.9436
-0.1374;0.0000;-0.0916;5.5412;-13.9693;4.9453
-0.0153;0.0611;0.0153;-23.2784;-13.3284;4.9471
-0.0153;0.0763;0.0611;-38.4012;-38.4012;4.9488
-0.0153;0.0305;0.0305;-79.4446;4.6991;4.9505
0.0458;0.0000;-0.0153;44.7106;44.7106;4.9523
0.0153;-0.0611;-0.0305;47.3721;-3.5152;4.9541
-0.0611;-0.0763;0.0000;4.7311;24.3553;4.9558
0.0000;-0.0153;0.0000;-45.0000;-0.0000;4.9575
0.0611;0.0000;0.0000;-64.4565;20.5410;4.9594
0.0916;0.0153;0.0458;-67.3801;17.9202;4.9611
0.0763;0.0763;0.0458;-78.8200;3.5152;4.9629
-0.0305;0.0916;-0.0305;-81.7910;-7.3373;4.9646
-0.0458;0.1527;-0.0458;-79.6952;10.3048;4.9663
-0.0611;0.1832;0.0000;-60.0634;14.3352;4.9681
0.0763;0.1527;0.0763;-67.4985;-20.8139;4.9698
0.0763;0.0916;0.0611;-38.1129;-50.4903;4.9716
0.0611;0.0611;0.0153;-26.3342;-62.5252;4.9734
-0.0305;0.0305;0.0153;-29.1116;-8.6093;4.9751
-0.0611;0.0305;-0.0916;-31.9928;-31.9928;4.9768
0.0153;0.0611;-0.0916;-16.9409;-60.9454;4.9786
0.0916;0.1221;-0.0916;-1.6086;-38.1395;4.9804
0.1374;0.0611;-0.1527;3.3265;-54.3274;4.9821
0.1527;0.0611;-0.1527;-20.9634;-15.5648;4.9839
0.1985;0.1069;-0.0153;-24.3045;-0.0000;4.9856
0.1832;0.0916;0.0611;-19.1413;11.8258;4.9874
0.1527;0.0611;0.0305;-6.4577;1.0741;4.9892
0.0916;0.0000;0.0611;-13.7022;7.2578;4.9909
0.0153;-0.1221;-0.0153;4.0673;-5.4266;4.9929
0.1221;-0.0763;-0.1069;15.4454;-11.1680;4.9947
0.1985;-0.0458;-0.1374;0.0000;-52.5946;4.9964
0.1069;-0.0458;-0.0763;-40.4735;-4.1359;4.9982
0.0000;0.0305;0.0153;-5.7834;6.9453;4.9999
-0.0153;0.1374;-0.0305;-3.5756;1.1912;5.0017
-0.0305;0.0763;-0.0305;-4.5566;-16.9355;5.0034
-0.1069;-0.0458;-0.0305;-5.8125;-14.6661;5.0052
-0.1679;0.0000;-0.0611;-65.8312;-8.7462;5.0069
-0.0916;0.0763;-0.0153;-24.0948;-9.3985;5.0087
-0.0305;0.0458;-0.0153;3.2772;-23.5884;5.0104
-0.0611;0.1221;-0.0458;33.8037;-43.2149;5.0122
-0.0153;0.0916;-0.0153;-3.3723;-44.9009;5.0139
0.0305;0.0916;0.0305;7.4805;-65.6887;5.0156
-0.0305;0.1221;0.0153;34.8582;-4.6834;5.0174
-0.0153;0.1069;0.0305;50.3893;-0.0000;5.0192
0.0916;0.1374;0.0153;34.3803;18.6127;5.0209
0.0153;0.1069;0.0458;34.2334;34.2334;5.0227
-0.0305;0.0763;0.0305;42.6984;39.9746;5.0244
0.0305;0.1527;0.0000;36.3959;52.2930;5.0263
0.0611;0.0916;-0.0153;2.3535;9.4543;5.0281
-0.0763;0.0458;-0.1069;3.5694;3.5694;5.0298
-0.1527;0.1069;-0.0611;15.9283;-24.3086;5.0316
-0.1221;0.1374;-0.0611;15.6152;-26.1337;5.0334
-0.0458;0.1069;-0.0611;6.8595;-18.9161;5.0351
-0.1221;0.1221;-0.1221;-4.5513;-5.6925;5.0369
-0.2137;0.0458;-0.0458;-49.6324;10.9806;5.0387
-0.1985;0.0916;-0.0458;-27.6286;37.0750;5.0404
-0.0305;0.1069;-0.0458;-8.7462;-22.3425;5.0422
0.0458;0.0611;-0.0305;-19.8775;-45.5631;5.0439
0.0153;0.0916;-0.0763;-27.0171;-36.4434;5.0456
0.0153;0.1069;-0.0916;-49.2237;9.6879;5.0474
0.0763;0.0153;-0.0611;-12.2396;12.2396;5.0491
0.1069;0.0305;-0.0153;-4.0624;16.4617;5.0509
0.0916;0.0916;-0.0458;-5.4274;10.9044;5.0526
0.0305;0.0611;-0.0305;-32.8932;11.7507;5.0544
0.0153;0.0763;0.0305;-8.7832;-34.0479;5.0561
0.0763;0.2137;0.0611;-21.8258;-29.7169;5.0578
0.0611;0.1527;0.0763;-32.4563;-26.5651;5.0596
0.0305;0.1221;0.0611;5.5477;-60.4659;5.0614
-0.0305;0.0916;0.0000;-19.6857;-57.3681;5.0631
-0.0305;0.1069;0.0611;-18.3298;-70.6404;5.0649
-0.0611;0.0763;0.0153;-8.6118;-34.6809;5.0667
-0.0763;0.0153;0.0153;-29.6763;-33.5969;5.0684
-0.1527;0.0458;-0.0305;-45.7696;-39.9722;5.0702
-0.1374;0.0458;-0.0153;-33.7597;-42.5721;5.0720
-0.1069;0.0611;0.1374;-46.8029;-34.1092;5.0737
-0.0763;0.0000;0.1527;-49.3036;-35.6768;5.0755
-0.1679;-0.1221;0.0763;-45.5293;-32.9360;5.0772
-0.1527;-0.0611;0.0458;-19.0935;-60.7264;5.0790
-0.1527;-0.0153;0.0458;-14.3002;-63.5580;5.0808
-0.2137;0.0611;0.1374;-11.9708;-34.2620;5.0825
-0.2137;-0.0305;0.1374;-2.7902;-42.9617;5.0843
-0.0916;-0.0305;0.0611;19.1208;-31.6075;5.0861
0.0153;0.0000;0.0153;12.6044;-25.8767;5.0878
-0.0611;-0.1069;-0.0611;-23.6091;-53.2247;5.0895
0.0000;-0.1069;-0.1069;-13.2343;-39.8676;5.0913
0.0763;0.0458;-0.0611;-13.8870;-73.7461;5.0931
0.1221;0.1527;0.0458;-39.2604;-36.7045;5.0950
0.1374;0.1069;-0.0153;-38.6366;-49.0977;5.0967
0.1832;0.0458;-0.0763;-43.4915;-43.4915;5.0984
0.1374;0.0305;-0.0458;-49.2137;-40.7468;5.1002
0.0000;0.0305;-0.1069;-47.9689;-33.8545;5.1020
0.0763;0.0458;-0.1985;-60.4529;-27.2497;5.1037
0.0611;0.0305;-0.1832;-56.6692;-32.8937;5.1055
-0.0763;-0.0611;-0.0916;-67.7511;-1.9645;5.1072
-0.0916;-0.1221;-0.1221;-60.4659;5.5477;5.1089
-0.0458;-0.1221;-0.0458;-40.9659;-5.3741;5.1107
-0.0153;-0.1374;0.0000;-31.1909;35.1301;5.1125
0.0458;-0.1679;0.0458;-26.8378;16.3895;5.1142
-0.0611;-0.1069;0.0763;0.0000;-18.4349;5.1159
-0.0763;-0.1069;0.0458;17.5484;-64.7606;5.1177
-0.0153;-0.0916;0.0153;38.8767;-50.5778;5.1194
-0.0153;-0.0458;0.0000;2.5305;-44.9442;5.1213
-0.0611;0.0305;0.0000;-2.7140;-31.3903;5.1230
-0.0916;0.1527;-0.0305;2.3818;-16.9124;5.1248
-0.1221;0.1679;-0.0458;29.0546;-0.0000;5.1265
-0.1374;0.0916;-0.0305;-27.6085;10.0080;5.1283
-0.1221;0.0763;-0.0153;-43.3139;30.9638;5.1300
-0.1527;0.0763;-0.0458;-53.7611;-35.9153;5.1320
-0.1221;0.1374;0.0000;-66.5438;-14.7631;5.1338
-0.1221;0.1069;0.0611;-28.0066;18.8343;5.1356
-0.0916;0.0611;0.0611;-13.0885;52.4286;5.1377
-0.0611;-0.1069;0.0305;0.0000;80.5377;5.1396
-0.0153;-0.0763;0.0305;-37.9852;-29.4962;5.1414
0.0153;-0.0611;0.0305;-39.0862;-45.1779;5.1432
-0.0458;-0.0458;-0.0153;-41.8103;-19.4712;5.1449
-0.1069;-0.0305;0.0153;-12.2396;-47.9019;5.1467
-0.1221;-0.0153;0.0000;-28.7863;13.9321;5.1484
-0.1832;0.0458;-0.0458;-22.6193;22.6193;5.1501
-0.1069;0.0305;0.0611;-31.2197;37.2078;5.1519
-0.0611;0.1069;0.1069;-60.7941;25.8767;5.1536
-0.0305;0.1679;0.1069;-78.0953;-11.2855;5.1554
0.0000;0.0305;0.1527;-69.9982;-5.3919;5.1572
0.0000;0.0305;0.1832;-44.8821;-44.8821;5.1590
0.0000;0.0916;0.1221;-29.7169;-60.1696;5.1607
0.0458;0.1221;0.0763;-42.4650;-46.3329;5.1625
0.0916;0.2137;0.0000;-46.8151;-9.1205;5.1642
0.0916;0.1832;0.0153;-37.0750;27.6286;5.1660
-0.0763;0.2443;0.0305;-32.3435;40.8349;5.1678
-0.1069;0.1832;0.0305;25.4382;2.4618;5.1695
-0.0458;0.1374;0.0763;10.9014;7.7636;5.1713
-0.0763;0.2290;0.0763;-5.2425;23.3249;5.1730
-0.0611;0.2748;0.1069;-16.4507;26.4241;5.1748
-0.0763;0.1985;0.0916;-16.1812;19.9137;5.1765
-0.0458;0.1374;0.0458;-38.9539;-10.8716;5.1783
-0.0916;0.1374;0.0611;-30.0171;-19.9430;5.1800
-0.1069;0.1221;0.0763;-34.6604;-16.5203;5.1818
-0.1527;0.1527;0.0916;-51.2434;24.5760;5.1835
-0.0458;0.1527;0.0611;-37.2078;9.9491;5.1853
-0.0153;0.1069;0.0458;-39.2793;-5.1891;5.1871
-0.0153;0.1374;0.0153;-22.7421;-25.4382;5.1888
-0.0458;0.1527;0.0305;-42.0188;-39.0501;5.1905
-0.1069;0.1679;0.1069;-57.7556;-18.9838;5.1923
-0.1221;0.1527;0.0916;-81.8699;-6.4962;5.1942
-0.1221;0.1374;0.0763;-43.0998;-6.5389;5.1960
-0.1069;0.0458;0.0763;-39.8831;-16.5581;5.1977
-0.1527;0.0000;0.0458;5.0123;-73.9611;5.1995
-0.1374;-0.1221;0.0305;28.6614;-33.2403;5.2012
-0.0763;-0.1527;0.0305;26.0017;-45.4302;5.2030
-0.1221;0.0305;-0.1069;2.7771;-39.0392;5.2047
-0.0916;0.1374;-0.1221;-18.9805;-23.9888;5.2064
-0.0305;0.0916;-0.0458;1.2510;-31.5991;5.2082
-0.0305;0.1069;-0.0458;-2.7140;-31.3903;5.2099
-0.0305;0.0305;-0.0763;-4.2568;-44.8422;5.2117
0.0000;-0.0763;-0.0763;-8.2893;-28.7226;5.2135
-0.0153;-0.1221;-0.0763;-57.9375;-2.0236;5.2153
0.0000;-0.0611;0.0000;-77.9779;5.3448;5.2170
0.0000;-0.0305;0.0458;-57.8490;22.1040;5.2187
0.0153;-0.0153;0.0000;-33.5280;-5.2820;5.2205
-0.0305;0.0763;0.0000;-18.3167;-59.7962;5.2223
-0.2290;0.1221;-0.0305;-13.4152;-73.1416;5.2240
-0.1374;0.0916;0.0611;-13.7148;-71.5055;5.2258
-0.0611;0.0611;0.0305;-11.8916;-70.3888;5.2275
0.0153;0.1069;-0.0458;-7.6948;-35.4659;5.2293
0.1374;0.1679;-0.0611;-11.5774;-38.8409;5.2310
0.0611;0.1374;-0.0305;-15.2853;-56.5963;5.2328
-0.0305;0.2137;-0.0305;-2.9483;-11.8727;5.2345
-0.1069;0.3206;0.0000;-6.1369;-36.0134;5.2362
-0.0153;0.2443;0.0305;-7.7337;-80.6926;5.2382
0.1221;0.1679;0.0458;-16.7934;-71.6792;5.2400
0.0153;0.0611;-0.0763;-30.8381;-58.6888;5.2418
0.0153;0.0458;-0.0763;-41.8685;-28.4721;5.2435
-0.0763;0.0458;-0.0458;-45.0000;-40.7465;5.2453
-0.1069;0.0763;0.0916;-37.2627;-16.2273;5.2471
-0.0611;-0.0305;0.1069;-32.1251;-3.5868;5.2488
-0.0611;-0.0458;0.0153;-40.9489;9.4302;5.2505
-0.0611;0.0153;-0.0611;-75.9638;-0.0000;5.2523
-0.0305;0.1374;0.0611;-64.5367;20.1175;5.2541
0.0916;0.0916;0.0153;-61.5571;28.4429;5.2558
0.0763;0.0916;-0.0153;-54.2790;19.3150;5.2576
0.0153;0.1527;-0.0305;-50.2433;-26.8859;5.2594
0.0916;0.0153;0.0763;-51.3372;-36.6632;5.2611
-0.0305;-0.0458;0.0305;-55.1459;-32.2352;5.2629
-0.0305;0.0153;0.0305;-32.7219;-55.9821;5.2647
0.0000;0.0153;0.0611;-39.0386;-36.6335;5.2665
0.0000;-0.0458;0.0458;-42.7778;-27.5051;5.2682
0.0153;-0.1374;0.0763;-30.8186;-33.9795;5.2700
0.0305;-0.0305;0.1221;-32.7296;-35.7274;5.2717
-0.0153;0.0000;0.0458;-56.3099;-33.6901;5.2735
-0.0916;-0.0305;-0.0916;-47.2784;-42.5230;5.2752
-0.0458;0.0611;-0.0458;-40.4898;-42.8617;5.2770
0.0763;0.0611;0.0458;-46.3620;-28.1634;5.2787
0.0763;0.0458;0.0153;-35.0860;1.2668;5.2805
-0.0763;0.0305;-0.0458;-29.0634;7.7550;5.2822
-0.0611;-0.0305;-0.0916;-23.0530;6.2446;5.2840
0.0153;0.0000;0.0458;-9.2437;1.3149;5.2858
0.0305;0.0611;0.0763;0.0000;-17.1027;5.2875
0.0611;0.1221;0.0763;-13.1747;-19.9916;5.2892
0.0763;0.0916;0.0458;-2.7232;-2.7232;5.2910
0.0611;0.0916;0.0458;-11.2383;-14.0999;5.2927
-0.1069;0.0305;-0.0153;-17.4635;-2.0233;5.2947
-0.0916;0.0305;-0.0611;-15.6929;-5.9714;5.2964
0.0763;0.0458;-0.0153;-17.0553;-4.2049;5.2982
0.0916;0.0153;0.0153;-18.7017;-11.9743;5.2999
-0.0458;-0.0763;0.0000;-28.8137;-27.2494;5.3017
-0.0305;-0.0458;-0.0305;-23.5452;-7.3023;5.3035
-0.0153;0.0763;-0.0458;-28.2115;-19.1033;5.3052
-0.0305;0.0153;-0.0458;-29.7318;-19.3068;5.3070
-0.0153;-0.0458;0.0305;-21.0406;9.0372;5.3088
0.0153;-0.0153;0.1374;-12.6988;-3.6010;5.3105
0.1527;0.0000;0.1221;-22.9898;-7.4805;5.3123
0.2595;-0.0611;0.0153;-34.3822;-7.2091;5.3140
0.0916;-0.0916;0.0916;-7.2815;-26.3342;5.3158
0.0611;-0.0611;0.0763;-30.7415;-6.5224;5.3175
0.0763;-0.0916;0.0305;-58.1543;-5.4160;5.3192
0.0763;0.0153;-0.0305;-41.6466;-10.4418;5.3210
0.0000;-0.0305;-0.0458;35.0783;16.6992;5.3228
-0.0458;0.0611;0.0000;0.0000;-17.3540;5.3246
-0.0611;0.1527;0.0305;-42.4214;-17.4464;5.3263
-0.0611;0.0611;0.0458;-20.7685;-29.1808;5.3281
-0.0611;-0.0763;0.0916;-40.0975;-48.7152;5.3298
-0.0916;-0.0458;0.0153;-61.1630;-20.9091;5.3316
-0.1527;-0.0763;-0.0458;-54.1966;-15.1664;5.3334
-0.1221;-0.2137;0.0305;-86.9059;-3.0941;5.3351
0.0305;-0.1985;0.0305;-79.0191;6.8340;5.3368
0.1374;-0.1374;0.0305;-38.1319;22.3327;5.3386
0.1221;0.0000;-0.0153;-47.0747;34.0523;5.3403
0.0763;0.0763;-0.0763;-62.5328;27.3915;5.3422
0.0611;0.1374;-0.0458;-57.9375;31.9831;5.3441
0.0153;0.0611;-0.0305;-37.2078;9.9491;5.3458
-0.0305;0.0153;0.0000;-31.5881;-22.3927;5.3476
-0.0916;0.0458;-0.0153;-20.9576;-41.3249;5.3493
0.0763;0.0458;-0.0153;-34.0079;-5.0665;5.3511
0.1527;0.0153;0.0000;-36.8527;10.3656;5.3529
0.1374;-0.0458;0.0000;-24.9676;22.3272;5.3546
0.0153;0.0305;0.0000;-31.0263;16.2486;5.3564
-0.0305;0.0305;-0.0611;-37.4079;8.3164;5.3581
-0.0916;-0.0611;0.0458;-58.9924;8.6265;5.3599
-0.1069;-0.1069;0.0305;-60.8242;-2.7803;5.3617
-0.0611;0.0458;0.0458;-71.0169;-13.2979;5.3634
-0.0763;0.1832;-0.0305;-24.2457;-32.2657;5.3652
-0.1069;0.0763;-0.0153;-15.2359;-28.2311;5.3669
-0.1221;0.0763;0.0305;-21.7189;-40.3604;5.3687
-0.1069;0.0916;0.0611;-28.0834;-58.8616;5.3704
-0.1069;0.0305;0.0611;-48.1458;-35.4030;5.3721
-0.1069;0.0000;0.0458;-63.3556;-26.5452;5.3739
-0.0916;0.0000;0.0458;-43.2222;-14.4201;5.3756
0.0000;0.1221;0.0458;-27.0223;-30.9918;5.3774
0.1069;0.1832;0.0763;-1.5043;-29.9201;5.3791
0.0763;0.1069;0.0763;3.0066;-29.8861;5.3809
0.0611;0.0611;0.1069;13.5081;-39.9675;5.3826
0.0611;0.0916;0.0305;-1.4536;-35.6934;5.3844
0.1069;-0.0305;0.0763;2.1121;-22.7661;5.3861
0.0153;-0.1069;0.1527;6.6756;-20.4104;5.3879
-0.0305;-0.1374;0.1527;0.0000;-18.1219;5.3896
0.0763;-0.1069;0.0763;-9.6689;-13.5997;5.3914
0.1527;-0.0458;0.0305;-17.1027;-13.6075;5.3931
0.1374;0.0611;0.0000;-20.7717;-12.4666;5.3950
0.0916;-0.0305;0.0000;-10.0173;-17.2000;5.3968
0.0458;-0.0458;0.0611;-13.9321;-28.7863;5.3985
-0.0153;0.0611;0.1221;-30.4037;-54.6236;5.4003
-0.1221;0.0458;0.0763;-37.7036;-49.8599;5.4022
-0.0305;0.0153;0.0000;-34.1092;-46.8029;5.4039
-0.0153;-0.0153;0.0000;-14.0297;-75.8589;5.4057
-0.0458;0.0611;-0.0458;-2.5859;-64.4697;5.4074
-0.0763;0.1527;-0.0916;-25.8566;-63.5332;5.4091
0.1374;0.1985;-0.1069;-31.1499;-58.7193;5.4109
0.1221;0.1832;-0.1374;-30.2287;-46.3620;5.4126
0.0305;0.1985;-0.1679;22.3115;-42.4479;5.4144
-0.0305;0.0916;-0.0916;29.6869;-32.2326;5.4161
0.0000;0.0305;-0.0153;19.6857;-9.6966;5.4179
-0.0611;0.1069;-0.0305;-14.6282;-16.2964;5.4196
-0.0763;0.1374;-0.0611;-6.9256;-21.2071;5.4214
-0.0611;0.1221;0.0611;-1.8438;-33.1591;5.4232
-0.0611;0.1374;0.0458;-9.5129;-35.3412;5.4250
-0.0458;0.1069;0.0153;-15.5872;-22.0977;5.4267
-0.0916;0.1374;-0.0153;-3.6463;-30.5820;5.4284
-0.1069;0.0305;-0.0305;14.2933;-35.8986;5.4302
-0.1069;0.0305;0.0000;17.9841;-33.7629;5.4320
-0.1221;0.0305;0.0611;1.9856;-33.6671;5.4337
-0.0611;0.0611;0.1679;3.4292;8.6001;5.4355
0.0000;0.0458;0.1985;10.9527;-0.9072;5.4372
0.0611;0.0458;0.2595;15.8772;-5.2322;5.4389
0.0763;0.0000;0.2443;35.2644;35.2644;5.4407
0.0611;-0.0153;0.1985;-26.7866;19.7552;5.4425
0.0611;0.0153;0.1527;-82.5067;-3.3435;5.4442
0.0611;0.0916;0.1832;-65.8722;-11.7012;5.4459
0.0763;0.0458;0.1985;-64.6273;12.2746;5.4477
0.0916;0.0153;0.1374;-40.9659;48.5271;5.4497
0.0611;0.0305;0.1679;-28.0725;44.9009;5.4515
-0.0458;0.0000;0.1374;-11.1514;-9.5422;5.4535
-0.0458;0.0153;0.0916;-2.9025;-30.4223;5.4552
0.0000;0.0153;0.1374;4.7473;-83.2786;5.4570
0.0153;0.0916;0.0763;-57.6885;-30.4704;5.4587
0.0153;0.0458;0.0305;-29.7971;-42.6588;5.4605
-0.0763;-0.0153;-0.0305;-26.5255;-43.0808;5.4624
-0.0458;-0.0611;0.0916;-18.6192;-46.5212;5.4641
-0.1527;0.0916;0.0916;-28.7391;-50.9606;5.4658
-0.1832;0.0763;-0.0153;-15.8214;-62.3844;5.4676
-0.1221;0.0153;-0.0611;-28.0834;-54.4024;5.4693
-0.0611;0.0763;0.0458;-31.7842;-31.7842;5.4711
-0.0763;0.2443;0.0153;-52.2278;-31.1903;5.4729
-0.0611;0.2443;0.0763;-41.3059;-43.4390;5.4746
-0.0153;0.2290;0.1374;-16.3001;-40.9115;5.4764
0.1069;0.2137;0.1832;-27.9384;-38.6598;5.4781
0.0611;0.1679;0.1374;-2.3129;-46.5872;5.4799
0.0611;0.1527;0.1069;-9.0474;-36.6950;5.4817
-0.0153;0.2137;0.1221;-36.7748;-52.9612;5.4834
-0.1069;0.3053;0.0611;0.0000;-17.5256;5.4852
-0.0763;0.2443;-0.0611;-3.0467;-25.1630;5.4870
-0.0611;0.2443;0.0000;-12.8756;-47.9689;5.4887
0.0153;0.1374;-0.0458;-32.4401;-38.7425;5.4904
-0.0153;0.0916;-0.0916;-16.1725;-16.1725;5.4922
0.1221;0.1679;-0.0458;-9.1814;4.5759;5.4939
0.1527;0.0611;-0.0458;-8.5466;21.8102;5.4959
0.1374;-0.0458;-0.0763;5.4274;-10.9044;5.4976
0.0611;-0.0611;0.0305;-9.6359;1.0657;5.4995
0.0305;-0.0916;0.1069;-21.2207;-2.9640;5.5013
-0.0763;-0.1527;0.0305;-36.0704;-9.3475;5.5031
-0.1374;-0.1069;0.0458;-31.7087;-31.7087;5.5048
-0.0153;-0.0611;0.0916;-16.8675;-16.8675;5.5065
0.0000;-0.0458;0.0763;22.9982;-12.9005;5.5083
0.0000;-0.0763;0.1374;28.5899;28.5899;5.5100
0.0611;0.0305;0.1069;3.1749;3.1749;5.5118
0.0458;0.1374;0.0611;5.1111;-26.4512;5.5136
0.0305;0.1985;0.0305;-58.7803;-21.5004;5.5154
0.0916;0.1527;0.0305;-41.4206;-45.7838;5.5175
0.1221;0.1221;0.0000;0.0000;45.0000;5.5193
0.0153;0.2137;0.0153;69.5607;8.9849;5.5210
-0.0305;0.2290;0.0611;40.9489;-9.4302;5.5228
-0.0611;0.1374;0.1374;23.6788;-34.2118;5.5245
0.0763;0.1374;0.0763;0.0000;-6.8428;5.5262
0.0000;0.0458;0.0763;6.7098;-0.0000;5.5280
-0.0458;0.0000;0.1069;-14.6661;-5.8125;5.5297
-0.0611;0.0000;0.1069;-26.1942;9.2368;5.5314
-0.0153;-0.0153;0.0611;-35.0323;-5.4901;5.5332
-0.1069;-0.0153;0.0458;-51.9595;-35.4730;5.5350
-0.1069;0.0305;0.0305;-44.5618;-17.2693;5.5368
0.0153;0.0458;0.0153;-35.2644;-49.0251;5.5385
0.1374;0.0305;-0.0153;-19.3818;-46.8944;5.5402
0.0305;-0.0611;0.0153;-3.3607;-40.1530;5.5420
-0.1069;-0.0611;-0.0458;-36.0176;-33.7359;5.5441
-0.1069;0.0763;-0.1221;-55.7383;-21.3245;5.5460
-0.1374;0.1374;-0.0916;-41.8685;-28.4721;5.5478
-0.1527;0.2901;-0.0458;-43.7435;-4.5759;5.5495
-0.0611;0.2748;0.0458;-51.4017;10.7241;5.5512
0.0153;0.1221;-0.0153;-18.2620;-7.7181;5.5532
0.0153;0.0611;-0.1832;-19.8775;-11.7713;5.5553
-0.0153;-0.0611;-0.1221;-28.0834;-20.0212;5.5571
-0.0611;-0.0611;-0.0153;-72.4516;-16.6210;5.5590
-0.0458;-0.0916;0.0153;-35.0562;-8.8106;5.5607
-0.0305;0.0000;0.0458;-13.1672;-8.7349;5.5625
-0.0153;0.0305;-0.0153;-8.0527;-13.8950;5.5643
-0.0763;0.0611;-0.0458;-18.5014;-9.6714;5.5661
-0.0916;0.1221;0.0305;-50.6956;-9.2769;5.5683
-0.0305;0.0611;0.0916;-14.8020;-3.2546;5.5705
-0.0611;0.0305;0.0458;16.9541;-35.6768;5.5728
-0.1221;0.0153;-0.0916;15.6089;-60.9829;5.5749
-0.1985;0.0763;0.0153;27.2256;-49.6845;5.5772
-0.1527;0.1527;0.0305;6.3794;26.3878;5.5794
-0.0305;0.1527;0.0153;-11.4789;-23.4541;5.5817
-0.1832;0.0763;-0.0763;-6.3017;-6.3017;5.5839
-0.2443;-0.0153;-0.0305;48.7537;-5.7536;5.5861
-0.0916;0.1069;0.0000;-7.5288;7.5288;5.5883
0.0000;0.0763;0.0458;-31.2329;15.0261;5.5905
0.0458;0.0611;0.0763;-28.0198;-3.3665;5.5928
0.0611;0.0916;0.0458;-6.5330;13.1530;5.5950
0.0305;0.0763;0.0458;-58.8809;3.2718;5.5973
0.0611;0.0763;-0.0153;-68.1986;-0.0000;5.5995
0.0000;0.0000;0.0916;37.8482;-43.6514;5.6018
-0.0305;0.0000;-0.0305;73.2764;9.1847;5.6041
0.0153;-0.0153;0.0611;0.0000;-8.9726;5.6063
0.0305;0.1221;0.0458;7.9098;5.2638;5.6085
0.0763;0.1069;0.0153;4.5739;36.7332;5.6106
0.0305;0.0153;0.0000;-32.0506;8.7208;5.6129
-0.0763;0.1527;0.0000;-38.6598;-27.9384;5.6151
-0.0305;0.0611;0.0000;-21.7385;-21.7385;5.6173
-0.0153;0.1221;-0.0611;-44.8242;-44.8242;5.6194
-0.0305;0.0763;-0.0611;-22.8088;-34.0523;5.6217
-0.0153;0.0305;-0.0153;-40.8014;-27.5714;5.6240
-0.1985;0.0000;-0.0763;-21.7216;-17.4999;5.6261
-0.1832;0.1374;-0.0458;-29.2488;-14.1406;5.6283
-0.0611;0.2137;0.0153;-31.9947;-29.2804;5.6305
0.0611;0.1527;-0.0763;0.0000;-63.4349;5.6328
0.1069;0.0153;0.0305;46.6861;-29.0171;5.6349
0.0305;-0.0305;0.1221;-16.5668;21.7571;5.6371
0.0305;0.0305;-0.0153;-23.1631;16.9020;5.6394
0.0458;0.1221;0.1221;-24.8643;9.0721;5.6415
0.0305;0.0458;0.0763;-39.2765;-1.3435;5.6437
0.1832;0.0611;0.1069;-36.6518;18.4232;5.6459
0.3206;0.1221;0.1221;-2.5379;12.7915;5.6481
0.2137;0.1374;0.1374;3.8141;-52.9612;5.6503
0.0153;0.1221;0.0763;-5.0123;-51.8442;5.6525
0.0763;0.0458;-0.0916;-38.9107;-15.1717;5.6549
0.0916;0.1832;-0.1374;-59.5013;29.4962;5.6571
0.1069;0.1832;0.0305;-48.7152;-8.2291;5.6593
0.0458;0.1679;0.0305;-23.4667;-27.0716;5.6615
-0.1221;0.1679;0.0763;-57.3681;-19.6857;5.6638
-0.0763;0.2290;0.0763;-64.7468;21.2091;5.6660
-0.0611;0.2137;0.1374;-29.8326;45.2894;5.6682
-0.0916;0.1832;0.1069;-38.6598;38.6598;5.6703
-0.0763;0.1221;0.0763;-31.7304;-50.2335;5.6726
-0.0916;0.0000;0.0458;6.3359;-38.7083;5.6748
0.1374;-0.0153;-0.0458;-20.6390;-26.5176;5.6770
0.0916;0.0305;0.0153;-17.4211;-10.7848;5.6792
-0.0763;0.0305;0.1679;45.8655;16.2070;5.6814
-0.0763;0.0916;0.1374;46.8029;-23.1127;5.6836
0.0000;-0.0153;0.1374;-17.2584;-20.2507;5.6857
0.1374;0.0305;0.0611;-58.7803;-21.5004;5.6879
0.0611;0.0458;0.0000;-15.6089;-23.8037;5.6901
-0.0611;0.0611;-0.0153;14.5728;-21.0660;5.6923
-0.1069;0.1221;0.0763;60.7941;-25.8767;5.6945
0.0305;0.2595;0.0305;6.3572;-12.7945;5.6970
